,Image,Dice Coefficient,Accuracy
0,14-08-29 001.png,0.83947532792005,99.72897980254243
1,14-08-29 002.png,0.845679012345679,99.8513443640124
2,14-08-29 003.png,0.9410272669625872,99.9935691318328
3,14-08-29 004.png,0.9406620861961275,100.0
4,14-08-29 005.png,0.8848167539267016,99.96781875522946
5,14-08-29 006.png,0.8814669286182056,99.90350595046638
6,14-08-29 007.png,0.9124916499665998,99.96147919876734
7,14-08-29 008.png,0.8643781654473832,99.68877650262596
8,14-08-29 009.png,0.8049745618993782,99.25527781375469
9,14-08-29 010.png,0.6111951588502269,98.13451776649747
10,14-08-29 011.png,0.9176334106728539,99.93532113058664
11,14-08-29 012.png,0.8890200708382526,99.82546864899805
12,14-08-29 013.png,0.9104651162790698,99.87714987714988
13,14-08-29 014.png,0.7904540162980209,99.26898693233277
14,14-08-29 015.png,0.8875989445910291,99.85019214485769
15,14-08-29 016.png,0.8885432866770347,99.89561586638831
16,14-08-29 017.png,0.7452153110047847,99.06330749354005
17,14-08-29 018.png,0.8517110266159695,99.7072599531616
18,14-08-29 019.png,0.7723480333730631,99.31435963777491
19,14-08-29 020.png,0.9063756461803562,99.8899605152437
20,14-08-29 021.png,0.8355941399891481,99.64206690095016
21,14-08-29 022.png,0.8366485834840265,99.52878905241414
22,14-08-29 023.png,0.7426376440460948,98.85116488030293
23,14-08-29 024.png,0.7238636363636364,99.27790788446526
24,14-08-29 025.png,0.8065296251511487,99.54742354690632
25,14-08-29 026.png,0.8642403235124205,99.87678339818417
26,14-08-29 027.png,0.9043088975937326,99.95458084609396
27,14-08-29 028.png,0.8478747203579419,99.78553324234744
28,14-08-29 029.png,0.8154111558366878,99.7207248165227
29,14-08-29 030.png,0.7534090909090909,99.35655790978812
30,14-08-29 031.png,0.7195945945945946,99.33546159358916
31,14-08-29 032.png,0.7565263718700054,99.5355834641549
32,14-08-29 033.png,0.7662705149971704,99.45376511900118
33,14-08-29 034.png,0.5405405405405406,97.97215688767402
34,14-08-29 035.png,0.693398533007335,99.09126827340971
35,14-08-29 036.png,0.834619625137817,99.59711482227566
36,14-08-29 037.png,0.8093492208982584,99.88081838045422
37,14-08-29 038.png,0.6367583212735166,98.66462206887738
38,14-08-29 039.png,0.7293042153377349,99.16126072996528
39,14-08-29 040.png,0.898196625945317,99.84477071340793
40,14-08-29 041.png,0.8176605504587156,99.59779435614661
41,14-08-29 042.png,0.800763844684914,99.43335479716677
42,14-08-29 043.png,0.6657303370786517,98.72073685557119
43,14-08-29 044.png,0.7596996245306633,99.16253301552534
44,14-08-29 045.png,0.7692307692307693,99.60070694508084
45,14-08-29 046.png,0.7330716388616291,99.57775285346705
46,14-08-29 047.png,0.7963386727688787,99.37775473165674
47,14-08-29 048.png,0.8770114942528736,99.83799896319337
48,14-08-29 049.png,0.7987421383647799,99.77083742552216
49,14-08-29 050.png,0.8529718456725756,99.73897154789873
50,14-08-29 051.png,0.843358395989975,99.53647073971544
51,14-08-29 052.png,0.8372379778051788,99.38851699279093
52,14-08-29 053.png,0.9102063580591188,99.9545867393279
53,14-08-29 054.png,0.8544891640866873,99.56846579930439
54,14-08-29 055.png,0.7411300919842313,98.9924918180068
55,14-08-29 056.png,0.7438231469440832,99.47096774193548
56,14-08-29 057.png,0.5339673913043478,97.83303502940424
57,14-08-29 058.png,0.8072218986604542,99.59151915969656
58,14-08-29 059.png,0.8725701943844493,99.95438847983318
59,14-08-29 060.png,0.868260144524736,99.9219664455716
60,14-08-29 061.png,0.83617963314358,99.4405504469166
61,14-08-29 062.png,0.8521634615384616,99.65123038170897
62,14-08-29 063.png,0.9050064184852374,99.9678166838311
63,14-08-29 064.png,0.8212290502793296,99.53244091462243
64,14-08-29 065.png,0.8838451268357811,99.91003727027375
65,14-08-29 074.png,0.7924034053700065,99.56213779781069
66,14-08-29 075.png,0.782435129740519,99.41516709511569
67,14-08-29 076.png,0.9181761399125546,99.99355628584316
68,14-08-29 077.png,0.8188757807078417,99.63438101347018
69,14-08-29 078.png,0.9251533742331288,100.0
70,14-08-29 079.png,0.9087301587301587,99.90368562989597
71,14-08-29 080.png,0.8666666666666667,99.69262295081968
72,14-08-29 081.png,0.7899778924097274,99.6032
73,14-08-29 082.png,0.8254649499284692,99.73085549503364
74,14-08-29 083.png,0.8441926345609065,99.71177864600013
75,14-08-29 084.png,0.8234617596319724,99.53346724551287
76,14-08-29 085.png,0.8264004437049363,99.72021601925954
77,14-08-29 086.png,0.7392035894559731,99.38778168555426
78,14-08-29 087.png,0.8143507972665148,99.63634002207935
79,14-08-29 088.png,0.8923943661971832,99.96105666255598
80,14-08-29 089.png,0.8923913043478261,99.98047891723061
81,14-08-29 090.png,0.864543982730707,99.73329864047355
82,14-08-29 091.png,0.8506787330316742,99.33717770265793
83,14-08-29 092.png,0.8892156862745098,99.91483228511531
84,14-08-29 093.png,0.7759269210102095,98.9228473168516
85,14-08-29 094.png,0.8904403866809882,99.88288112434121
86,14-08-29 095.png,0.8232074438970991,99.48014815777503
87,14-08-29 096.png,0.8433476394849786,99.70036477331944
88,14-08-29 097.png,0.8354856822010107,99.4556412416564
89,14-08-29 098.png,0.8740581270182992,99.91531496319458
90,14-08-29 099.png,0.88604898828541,99.92833409342629
91,14-08-29 100.png,0.8662009672219237,99.8436787598515
92,14-08-29 101.png,0.8655416439847577,99.75941218544769
93,14-08-29 102.png,0.8910256410256411,99.88284300963291
94,14-08-29 103.png,0.8603227601558152,99.83101520863123
95,14-08-29 104.png,0.8833151581243184,99.8764549060407
96,14-08-29 105.png,0.8455467869222097,99.68200402362257
97,14-08-29 106.png,0.8638655462184874,99.69514172666537
98,14-08-29 107.png,0.9020902090209021,99.87666342096722
99,14-08-29 108.png,0.8975069252077562,99.85724482512491
100,14-08-29 109.png,0.8714448236632537,99.73433551480593
101,14-08-29 110.png,0.9028026237328562,99.92246058413026
102,14-08-29 111.png,0.8781937017231135,99.84480082772892
103,14-08-29 112.png,0.875406283856988,99.88284300963291
104,14-08-29 113.png,0.8744493392070485,99.92194614283856
105,14-08-29 114.png,0.8842794759825328,99.92844597671242
106,14-08-29 115.png,0.9039487726787621,99.94793361535959
107,14-08-29 116.png,0.9224537037037037,99.96765428904128
108,14-08-29 117.png,0.9214601769911505,99.9545926310327
109,14-08-29 118.png,0.7717003567181926,99.16026096505394
110,14-08-29 119.png,0.85,99.79163953639797
111,14-08-29 120.png,0.8475920679886686,99.7274320202479
112,14-08-29 121.png,0.851931330472103,99.81098872449977
113,14-08-29 122.png,0.8706467661691543,99.82978723404256
114,14-08-29 123.png,0.8514750762970499,99.66679733437867
115,14-08-29 124.png,0.8771929824561403,99.81076672104405
116,14-08-29 125.png,0.8374468085106384,99.9334575459143
117,14-08-29 126.png,0.7246891651865008,99.00394541103421
118,14-08-29 127.png,0.759860788863109,99.13904712584153
119,14-08-29 128.png,0.8676627534685165,99.79809821544873
120,14-08-29 129.png,0.7510460251046025,99.22267946959305
121,14-08-29 130.png,0.7749725576289791,99.3105242617406
122,14-08-29 131.png,0.7275693311582382,99.08818548912336
123,14-08-29 132.png,0.7263374485596708,98.58751545922021
124,14-08-29 133.png,0.712300566134843,98.91496176220667
125,14-08-29 134.png,0.8590604026845637,99.98691185131862
126,14-08-29 135.png,0.9286917462099944,99.97408319295063
127,14-08-29 136.png,0.8621118012422361,99.92248062015504
128,14-08-29 137.png,0.9024536205864752,99.86441115702479
129,14-08-29 138.png,0.7442176870748299,99.33183424349502
130,14-08-29 139.png,0.8397855866587254,99.61215255332903
131,14-08-29 140.png,0.8010362694300518,99.38646302460675
132,14-08-29 141.png,0.8215987294865008,99.28483193550484
133,14-08-29 142.png,0.8509454949944383,99.41069809610154
134,14-08-29 143.png,0.8776241679467486,99.75205533081038
135,14-08-29 144.png,0.8678756476683938,99.69574707321914
136,14-08-29 145.png,0.8599659284497445,99.1975724881996
137,14-08-29 146.png,0.8621151271753681,98.9795918367347
138,14-08-29 147.png,0.845719661335842,98.438272913575
139,14-08-29 148.png,0.8016230838593328,99.31264018522539
140,14-08-29 149.png,0.8926607697824528,99.5400834925352
141,14-08-29 150.png,0.891848694725626,99.58922230731741
142,14-08-29 151.png,0.883543561161631,99.40962449371868
143,14-08-29 152.png,0.886681154920832,99.71979223619464
144,14-08-29 154.png,0.8870836718115354,99.479311302416
145,14-08-29 155.png,0.8938948743062357,99.59997287951725
146,14-08-29 156.png,0.9072632944228275,99.72184531886025
147,14-08-29 157.png,0.8896189224704336,99.56633690201924
148,14-08-29 158.png,0.8389076403804848,99.30108263670002
149,14-08-29 162.png,0.7233333333333334,99.45870215882316
150,14-10-55 001.png,0.744776119402985,99.17054807630957
151,14-10-55 002.png,0.8861622358554874,99.86528098537336
152,14-10-55 003.png,0.9136453526697429,99.93577392421324
153,14-10-55 004.png,0.9045698924731183,99.83327989740302
154,14-10-55 005.png,0.8624740843123704,99.603149203098
155,14-10-55 006.png,0.7792571829011913,99.18163800268525
156,14-10-55 007.png,0.7917695473251029,99.38400965263224
157,14-10-55 008.png,0.8263845675171126,99.52304221720915
158,14-10-55 009.png,0.7318435754189944,99.37438905180841
159,14-10-55 010.png,0.7406947890818859,98.9951690821256
160,14-10-55 011.png,0.8522727272727273,99.69522080280137
161,14-10-55 012.png,0.8128179043743642,99.50954747580434
162,14-10-55 014.png,0.8942598187311178,99.91502712595594
163,14-10-55 015.png,0.909009009009009,99.99340977988665
164,14-10-55 016.png,0.8632016632016632,99.74096705632306
165,14-10-55 017.png,0.8954970263381479,99.74211465978972
166,14-10-55 018.png,0.8906311250490004,99.7334932373909
167,14-10-55 019.png,0.8652312599681021,99.55416555762577
168,14-10-55 020.png,0.92188919164396,99.94081283703801
169,14-10-55 021.png,0.8749298934380259,99.83124553774259
170,14-10-55 022.png,0.8988372093023256,99.87060878566345
171,14-10-55 023.png,0.8976470588235295,99.88360814742968
172,14-10-55 024.png,0.8569674647022714,99.76757699012202
173,14-10-55 025.png,0.9254698639014906,99.99357161223965
174,14-10-55 026.png,0.9058553386911596,99.85117121780769
175,14-10-55 027.png,0.8251953125,99.72410168823491
176,14-10-55 028.png,0.8060021436227224,99.34291848285733
177,14-10-55 029.png,0.851890756302521,99.78465152701645
178,14-10-55 030.png,0.9296939619520265,99.95363317215342
179,14-10-55 031.png,0.8927419354838709,99.69449425516372
180,14-10-55 032.png,0.843530591775326,99.52300052273915
181,14-10-55 033.png,0.31180124223602484,94.9207151430918
182,14-10-55 034.png,0.8784046692607004,99.78380503144653
183,14-10-55 035.png,0.9090102086107412,99.93405868776789
184,14-10-55 036.png,0.8543263964950711,99.5392303199429
185,14-10-55 037.png,0.8863955119214586,99.84228165867123
186,14-10-55 038.png,0.8210134821013482,99.25799461553615
187,14-10-55 039.png,0.8701134930643127,99.66205022861308
188,14-10-55 040.png,0.8669705760464153,99.60204284672017
189,14-10-55 041.png,0.8126928162185985,99.16249010815088
190,14-10-55 042.png,0.8319583152409901,99.24767372797466
191,14-10-55 043.png,0.777317880794702,98.97092019652105
192,14-10-55 046.png,0.686385737439222,98.79542260590243
193,14-10-55 047.png,0.8242245199409158,99.18380672543258
194,14-10-55 048.png,0.8399280575539568,99.63036303630362
195,14-10-55 049.png,0.894109396914446,99.78435204528607
196,14-10-55 050.png,0.8655052264808363,99.55471596275807
197,14-10-55 058.png,0.8655086848635236,99.77741407528642
